Id,Number,Letter,Rep,Conc,Temperature,Hours,MM,Growth_rate,Irrigation,Control,Relative,Species,Isolate
CCH_F,14,,2,0%,23°C,48,7,0.145833333,Irrigated,0.145833333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,23°C,48,8,0.166666667,Irrigated,0.166666667,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,23°C,48,7,0.145833333,Irrigated,0.145833333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,23°C,48,8,0.166666667,Irrigated,0.166666667,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,23°C,72,17,0.236111111,Irrigated,0.236111111,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,23°C,72,18,0.25,Irrigated,0.25,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,23°C,72,15,0.208333333,Irrigated,0.208333333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,23°C,72,18,0.25,Irrigated,0.25,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,23°C,72,17,0.236111111,Irrigated,0.236111111,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,23°C,72,18,0.25,Irrigated,0.25,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,23°C,95,27,0.284210526,Irrigated,0.284210526,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,23°C,95,23,0.242105263,Irrigated,0.242105263,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,23°C,95,23,0.242105263,Irrigated,0.242105263,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,23°C,96,27,0.28125,Irrigated,0.28125,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,23°C,96,27,0.28125,Irrigated,0.28125,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,23°C,96,27,0.28125,Irrigated,0.28125,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,23°C,120,35,0.291666667,Irrigated,0.291666667,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,23°C,120,38,0.316666667,Irrigated,0.316666667,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,23°C,120,32,0.266666667,Irrigated,0.266666667,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,23°C,120,38,0.316666667,Irrigated,0.316666667,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,23°C,120,31,0.258333333,Irrigated,0.258333333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,23°C,120,40,0.333333333,Irrigated,0.333333333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,23°C,144,55,0.381944444,Irrigated,0.381944444,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,23°C,144,55,0.381944444,Irrigated,0.381944444,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,23°C,144,39,0.270833333,Irrigated,0.270833333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,23°C,144,55,0.381944444,Irrigated,0.381944444,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,23°C,144,39,0.270833333,Irrigated,0.270833333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,23°C,144,55,0.381944444,Irrigated,0.381944444,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,23°C,168,55,0.327380952,Irrigated,0.327380952,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,23°C,168,55,0.327380952,Irrigated,0.327380952,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,23°C,168,55,0.327380952,Irrigated,0.327380952,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,31°C,48,10,0.208333333,Irrigated,0.208333333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,31°C,48,11,0.229166667,Irrigated,0.229166667,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,31°C,48,11,0.229166667,Irrigated,0.229166667,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,31°C,72,23,0.319444444,Irrigated,0.319444444,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,31°C,72,23,0.319444444,Irrigated,0.319444444,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,31°C,72,23,0.319444444,Irrigated,0.319444444,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,31°C,96,32,0.333333333,Irrigated,0.333333333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,31°C,96,32,0.333333333,Irrigated,0.333333333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,31°C,96,32,0.333333333,Irrigated,0.333333333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,31°C,120,55,0.458333333,Irrigated,0.458333333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,31°C,120,55,0.458333333,Irrigated,0.458333333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,31°C,120,55,0.458333333,Irrigated,0.458333333,100,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,0%,31°C,144,na,na,Irrigated,na,na,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,0%,31°C,144,na,na,Irrigated,na,na,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,0%,31°C,144,na,na,Irrigated,na,na,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,23°C,48,na,na,Irrigated,0.125,na,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,23°C,48,0,0,Irrigated,0.166666667,0,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,23°C,48,0,0,Irrigated,0.145833333,0,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,23°C,48,0,0,Irrigated,0.166666667,0,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,23°C,48,0,0,Irrigated,0.145833333,0,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,23°C,48,0,0,Irrigated,0.166666667,0,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,23°C,72,na,na,Irrigated,0.236111111,na,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,23°C,72,1,0.013888889,Irrigated,0.25,5.555555556,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,23°C,72,2,0.027777778,Irrigated,0.208333333,13.33333333,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,23°C,72,2,0.027777778,Irrigated,0.25,11.11111111,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,23°C,72,2,0.027777778,Irrigated,0.236111111,11.76470588,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,23°C,72,2,0.027777778,Irrigated,0.25,11.11111111,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,23°C,95,na,na,Irrigated,0.284210526,na,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,23°C,95,5,0.052631579,Irrigated,0.242105263,21.73913043,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,23°C,95,5,0.052631579,Irrigated,0.242105263,21.73913043,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,23°C,96,2,0.020833333,Irrigated,0.28125,7.407407407,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,23°C,96,2,0.020833333,Irrigated,0.28125,7.407407407,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,23°C,96,3,0.03125,Irrigated,0.28125,11.11111111,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,23°C,120,na,na,Irrigated,0.291666667,na,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,23°C,120,6,0.05,Irrigated,0.316666667,15.78947368,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,23°C,120,6,0.05,Irrigated,0.266666667,18.75,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,23°C,120,6,0.05,Irrigated,0.316666667,15.78947368,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,23°C,120,7,0.058333333,Irrigated,0.258333333,22.58064516,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,23°C,120,6,0.05,Irrigated,0.333333333,15,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,23°C,144,na,na,Irrigated,0.381944444,na,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,23°C,144,8,0.055555556,Irrigated,0.381944444,14.54545455,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,23°C,144,9,0.0625,Irrigated,0.270833333,23.07692308,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,23°C,144,8,0.055555556,Irrigated,0.381944444,14.54545455,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,23°C,144,8,0.055555556,Irrigated,0.270833333,20.51282051,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,23°C,144,9,0.0625,Irrigated,0.381944444,16.36363636,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,23°C,168,na,na,Irrigated,0.327380952,na,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,23°C,168,10,0.05952381,Irrigated,0.327380952,18.18181818,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,23°C,168,9,0.053571429,Irrigated,0.327380952,16.36363636,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,31°C,48,1,0.020833333,Irrigated,0.208333333,10,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,31°C,48,1,0.020833333,Irrigated,0.229166667,9.090909091,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,31°C,48,1,0.020833333,Irrigated,0.229166667,9.090909091,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,31°C,72,3,0.041666667,Irrigated,0.319444444,13.04347826,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,31°C,72,3,0.041666667,Irrigated,0.319444444,13.04347826,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,31°C,72,3,0.041666667,Irrigated,0.319444444,13.04347826,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,31°C,96,4,0.041666667,Irrigated,0.333333333,12.5,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,31°C,96,5,0.052083333,Irrigated,0.333333333,15.625,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,31°C,96,4,0.041666667,Irrigated,0.333333333,12.5,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,31°C,120,6,0.05,Irrigated,0.458333333,10.90909091,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,31°C,120,7,0.058333333,Irrigated,0.458333333,12.72727273,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,31°C,120,8,0.066666667,Irrigated,0.458333333,14.54545455,Fusarium oxysporum,CCH_F14
CCH_F,14,,1,10%,31°C,144,na,na,Irrigated,na,na,Fusarium oxysporum,CCH_F14
CCH_F,14,,2,10%,31°C,144,na,na,Irrigated,na,na,Fusarium oxysporum,CCH_F14
CCH_F,14,,3,10%,31°C,144,na,na,Irrigated,na,na,Fusarium oxysporum,CCH_F14
CCH_F,16,,1,0%,23°C,48,7,0.145833333,Irrigated,0.145833333,100,Curvularia geniculata,CCH_F16
CCH_F,16,,2,0%,23°C,48,7,0.145833333,Irrigated,0.145833333,100,Curvularia geniculata,CCH_F16
CCH_F,16,,3,0%,23°C,48,4,0.083333333,Irrigated,0.083333333,100,Curvularia geniculata,CCH_F16
CCH_F,16,,1,0%,23°C,72,10,0.138888889,Irrigated,0.138888889,100,Curvularia geniculata,CCH_F16
CCH_F,16,,2,0%,23°C,72,15,0.208333333,Irrigated,0.208333333,100,Curvularia geniculata,CCH_F16
CCH_F,16,,3,0%,23°C,72,15,0.208333333,Irrigated,0.208333333,100,Curvularia geniculata,CCH_F16
CCH_F,16,,1,0%,23°C,96,22,0.229166667,Irrigated,0.229166667,100,Curvularia geniculata,CCH_F16
CCH_F,16,,2,0%,23°C,96,15,0.15625,Irrigated,0.15625,100,Curvularia geniculata,CCH_F16
CCH_F,16,,3,0%,23°C,96,23,0.239583333,Irrigated,0.239583333,100,Curvularia geniculata,CCH_F16
CCH_F,16,,1,0%,23°C,120,27,0.225,Irrigated,0.225,100,Curvularia geniculata,CCH_F16
CCH_F,16,,2,0%,23°C,120,32,0.266666667,Irrigated,0.266666667,100,Curvularia geniculata,CCH_F16
CCH_F,16,,3,0%,23°C,120,24,0.2,Irrigated,0.2,100,Curvularia geniculata,CCH_F16
CCH_F,16,,1,0%,23°C,144,36,0.25,Irrigated,0.25,100,Curvularia geniculata,CCH_F16
CCH_F,16,,2,0%,23°C,144,38,0.263888889,Irrigated,0.263888889,100,Curvularia geniculata,CCH_F16
CCH_F,16,,3,0%,23°C,144,30,0.208333333,Irrigated,0.208333333,100,Curvularia geniculata,CCH_F16
CCH_F,16,,1,0%,31°C,48,9,0.1875,Irrigated,0.1875,100,Curvularia geniculata,CCH_F16
CCH_F,16,,2,0%,31°C,48,8,0.166666667,Irrigated,0.166666667,100,Curvularia geniculata,CCH_F16
CCH_F,16,,3,0%,31°C,48,11,0.229166667,Irrigated,0.229166667,100,Curvularia geniculata,CCH_F16
CCH_F,16,,1,0%,31°C,72,21,0.291666667,Irrigated,0.291666667,100,Curvularia geniculata,CCH_F16
CCH_F,16,,2,0%,31°C,72,18,0.25,Irrigated,0.25,100,Curvularia geniculata,CCH_F16
CCH_F,16,,3,0%,31°C,72,22,0.305555556,Irrigated,0.305555556,100,Curvularia geniculata,CCH_F16
CCH_F,16,,1,0%,31°C,96,29,0.302083333,Irrigated,0.302083333,100,Curvularia geniculata,CCH_F16
CCH_F,16,,2,0%,31°C,96,29,0.302083333,Irrigated,0.302083333,100,Curvularia geniculata,CCH_F16
CCH_F,16,,3,0%,31°C,96,32,0.333333333,Irrigated,0.333333333,100,Curvularia geniculata,CCH_F16
CCH_F,16,,1,0%,31°C,120,38,0.316666667,Irrigated,0.316666667,100,Curvularia geniculata,CCH_F16
CCH_F,16,,2,0%,31°C,120,41,0.341666667,Irrigated,0.341666667,100,Curvularia geniculata,CCH_F16
CCH_F,16,,3,0%,31°C,120,55,0.458333333,Irrigated,0.458333333,100,Curvularia geniculata,CCH_F16
CCH_F,16,,1,0%,31°C,144,55,0.381944444,Irrigated,0.381944444,100,Curvularia geniculata,CCH_F16
CCH_F,16,,2,0%,31°C,144,55,0.381944444,Irrigated,0.381944444,100,Curvularia geniculata,CCH_F16
CCH_F,16,,3,0%,31°C,144,55,0.381944444,Irrigated,0.381944444,100,Curvularia geniculata,CCH_F16
CCH_F,16,,1,10%,23°C,48,0,0,Irrigated,0.145833333,0,Curvularia geniculata,CCH_F16
CCH_F,16,,2,10%,23°C,48,0,0,Irrigated,0.145833333,0,Curvularia geniculata,CCH_F16
CCH_F,16,,3,10%,23°C,48,0,0,Irrigated,0.083333333,0,Curvularia geniculata,CCH_F16
CCH_F,16,,1,10%,23°C,72,1,0.013888889,Irrigated,0.138888889,10,Curvularia geniculata,CCH_F16
CCH_F,16,,2,10%,23°C,72,1,0.013888889,Irrigated,0.208333333,6.666666667,Curvularia geniculata,CCH_F16
CCH_F,16,,3,10%,23°C,72,0,0,Irrigated,0.208333333,0,Curvularia geniculata,CCH_F16
CCH_F,16,,1,10%,23°C,96,1,0.010416667,Irrigated,0.229166667,4.545454545,Curvularia geniculata,CCH_F16
CCH_F,16,,2,10%,23°C,96,1,0.010416667,Irrigated,0.15625,6.666666667,Curvularia geniculata,CCH_F16
CCH_F,16,,3,10%,23°C,96,1,0.010416667,Irrigated,0.239583333,4.347826087,Curvularia geniculata,CCH_F16
CCH_F,16,,1,10%,23°C,120,1,0.008333333,Irrigated,0.225,3.703703704,Curvularia geniculata,CCH_F16
CCH_F,16,,2,10%,23°C,120,2,0.016666667,Irrigated,0.266666667,6.25,Curvularia geniculata,CCH_F16
CCH_F,16,,3,10%,23°C,120,1,0.008333333,Irrigated,0.2,4.166666667,Curvularia geniculata,CCH_F16
CCH_F,16,,1,10%,23°C,144,2,0.013888889,Irrigated,0.25,5.555555556,Curvularia geniculata,CCH_F16
CCH_F,16,,2,10%,23°C,144,2,0.013888889,Irrigated,0.263888889,5.263157895,Curvularia geniculata,CCH_F16
CCH_F,16,,3,10%,23°C,144,2,0.013888889,Irrigated,0.208333333,6.666666667,Curvularia geniculata,CCH_F16
CCH_F,16,,1,10%,31°C,48,1,0.020833333,Irrigated,0.1875,11.11111111,Curvularia geniculata,CCH_F16
CCH_F,16,,2,10%,31°C,48,1,0.020833333,Irrigated,0.166666667,12.5,Curvularia geniculata,CCH_F16
CCH_F,16,,3,10%,31°C,48,1,0.020833333,Irrigated,0.229166667,9.090909091,Curvularia geniculata,CCH_F16
CCH_F,16,,1,10%,31°C,72,2,0.027777778,Irrigated,0.291666667,9.523809524,Curvularia geniculata,CCH_F16
CCH_F,16,,2,10%,31°C,72,2,0.027777778,Irrigated,0.25,11.11111111,Curvularia geniculata,CCH_F16
CCH_F,16,,3,10%,31°C,72,3,0.041666667,Irrigated,0.305555556,13.63636364,Curvularia geniculata,CCH_F16
CCH_F,16,,1,10%,31°C,96,3,0.03125,Irrigated,0.302083333,10.34482759,Curvularia geniculata,CCH_F16
CCH_F,16,,2,10%,31°C,96,4,0.041666667,Irrigated,0.302083333,13.79310345,Curvularia geniculata,CCH_F16
CCH_F,16,,3,10%,31°C,96,5,0.052083333,Irrigated,0.333333333,15.625,Curvularia geniculata,CCH_F16
CCH_F,16,,1,10%,31°C,120,7,0.058333333,Irrigated,0.316666667,18.42105263,Curvularia geniculata,CCH_F16
CCH_F,16,,2,10%,31°C,120,8,0.066666667,Irrigated,0.341666667,19.51219512,Curvularia geniculata,CCH_F16
CCH_F,16,,3,10%,31°C,120,8,0.066666667,Irrigated,0.458333333,14.54545455,Curvularia geniculata,CCH_F16
CCH_F,16,,1,10%,31°C,144,9,0.0625,Irrigated,0.381944444,16.36363636,Curvularia geniculata,CCH_F16
CCH_F,16,,2,10%,31°C,144,10,0.069444444,Irrigated,0.381944444,18.18181818,Curvularia geniculata,CCH_F16
CCH_F,16,,3,10%,31°C,144,11,0.076388889,Irrigated,0.381944444,20,Curvularia geniculata,CCH_F16
CCH_F,17,,1,0%,23°C,48,6,0.125,Irrigated,0.125,100,Fusarium oxysporum,CCH_F17
CCH_F,17,,2,0%,23°C,48,6,0.125,Irrigated,0.125,100,Fusarium oxysporum,CCH_F17
CCH_F,17,,3,0%,23°C,48,6,0.125,Irrigated,0.125,100,Fusarium oxysporum,CCH_F17
